BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0905011D0AAANAN,Calcium carbonate 625mg effervescent tablets sugar free,Calcium carbonate
0905011D0AAAPAP,Calcium carbonate 250mg dispersible tablets sugar free,Calcium carbonate
0905011D0BIADAN,A1-Cal 250mg effervescent tablets,Calcium carbonate
0906022K0BHADAP,AceNic 250mg tablets,Nicotinamide
0908020A0AAAAAA,Haem arginate 250mg/10ml solution for infusion ampoules,Haem arginate
091104000BBPBAW,Bio-Kult Mind capsules,Other digestive aid preparations
0913021H0BCAAAB,Altrini Compact Fibre liquid (4 flavours),RtS 2.4 kcal/ml milkshake lower volume with fibre (0913021)
0913261V0BEAAAF,metaX low protein lemon wafers,Specialist food replacer sweet biscuits (0913261)
0913282B0BCAAAD,Paravit-CF capsules,Tablets/capsules micronutrient supplement (0913282)
0913282A0BCAAAB,Paravit-CF liquid,Liquid micronutrient supplement (0913282)
0913282A0AAABAB,Generic Paravit-CF liquid sugar free,Liquid micronutrient supplement (0913282)
0913311D0BCAAAB,Fortisip Range Starter Pack liquid,Ready to serve 1.5 kcal/ml milkshake (0913311)
0913311H0BBAAAA,Ensure Plus yoghurt style liquid,Ready to serve 1.5 kcal/ml yoghurt style drink (0913311)
0913311I0BBAAAA,Ensure Plus Creme (3 flavours),RtS 1.4 - 2 kcal/ml dessert style (milk based) (0913311)
0913411B0BEABAD,Resource ThickenUp powder 4.5g sachets,Powder disc or non ACBS thickener - starch based (0913411)
0913411B0BFAAAE,Multi-thick powder,Powder disc or non ACBS thickener - starch based (0913411)
0913411B0BEAAAD,Resource ThickenUp powder,Powder disc or non ACBS thickener - starch based (0913411)
0913411B0BDAAAC,Nutilis powder,Powder disc or non ACBS thickener - starch based (0913411)
0913444A0BCAAAB,Low Fat Module powder,Powder disc or non ACBS infant formula (0913444)
0913451G0BCAAAC,Mevalia low protein mini baguette,Food replacer discontinued or OTC rolls/baguettes (0913451)
0913451A0BBAAAA,Mevalia low protein magdalenas,Food replacer discontinued or OTC cakes (0913451)
0913451K0BBAAAA,Juvela low protein pizza base,Food replacer discontinued or OTC pizza bases (0913451)
0913451I0BCAAAB,Mevalia low protein egg replacer,Food replacer discontinued or OTC egg replacer (0913451)
0913461C0BIAABC,Proceli gluten free basic mix,Specialist food replacer OTC/disc flour type mixes (0913461)
0913521A0BBADAB,Optifast shake oral powder 55g sachets chocolate,Powder OTC milkshake meal replacer (0913521)
0913572A0BBAAAA,TYR Maxamum powder,Pdr disc/non ACBS Protein SfI metabolic cond (inf) (091357)
0913631B0BBAAAA,Forticare liquid cappuccino,Ready to serve 1.6 kcal/ml milkshake lower volume (0913631)
0913651A0BBAAAA,Nutriprem Human Milk Fortifier oral powder 1g sachets,Powder preterm human milk fortifier (0913651)
0913671B0BBACAA,SLO Milkshake+ IDDSI 3 Moderately Thick pdr 50g sach s/berry,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBAAAA,SLO Milkshake+ IDDSI 3 Moderately Thick pdr 50g sach banana,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBAFAB,SLO Milkshake+ IDDSI 2 Mildly Thick pdr 50g sach s/berry,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671C0BBABAA,SLO Milkshake+ IDDSI 1 Slightly Thick pdr 50g sach choc,Powder 1.3 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBABAA,SLO Milkshake+ IDDSI 3 Moderately Thick pdr 50g sach choc,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671C0BBAAAA,SLO Milkshake+ IDDSI 1 Slightly Thick pdr 50g sach banana,Powder 1.3 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBAEAB,SLO Milkshake+ IDDSI 2 Mildly Thick pdr 50g sach choc,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671C0BBACAA,SLO Milkshake+ IDDSI 1 Slightly Thick pdr 50g sach s/berry,Powder 1.3 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBADAB,SLO Milkshake+ IDDSI 2 Mildly Thick pdr 50g sach banana,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0914061A0BBAAAA,Osmolite HP liquid,Tube feed non ACBS 1kcal/ml higher protein (0914061)
1305030G0BBAAAA,Taltz 80mg/1ml solution for injection pre-filled syringes,Ixekizumab
1305030E0AAAAAA,Brodalumab 210mg/1.5ml inj pre-filled syringes,Brodalumab (Psoriasis)
1306010C0BUAEAB,Acnecide Face Wash 5% gel,Benzoyl peroxide
1404000ATBGADBB,Comirnaty Original/Omicron BA.1 COVID-19 Vacc md vials,Coronavirus vaccine
20020201213,EmpressSoft layer 1 bandage 10cm x 3.5m,Arm Sling/Bandages
20033000433,EmWound sterile dressing pack with gloves,Wound Management & Other Dressings
20033000373,Emplin NA dressing 7.5cm x 5cm,Wound Management & Other Dressings
20033000344,Empore dressing 5cm x 7cm,Wound Management & Other Dressings
20033000370,Emplin NA dressing 5cm x 5cm,Wound Management & Other Dressings
20033000384,Emfilm Post-Op dressing 10cm x 25cm,Wound Management & Other Dressings
20033000406,Cutimed Gelling Fiber dressing 15cm x 15cm square,Wound Management & Other Dressings
20050300517,Duratwix Uni-Vario Lingo tracheostomy tube with two inner cannulas standard 91mm length,Tracheostomy & Laryngectomy Appliances
20090001321,Emfast stockinette 17.5 cm,Stockinette
20110000488,Vicryl Plus suture 2gauge 70cm length with 24mm curved reverse cutting needle,Surgical Sutures
20110000489,Vicryl Plus suture 2gauge 70cm length with 31mm curved non cutting needle,Surgical Sutures
20110000485,Vicryl Plus suture 1.5gauge 45cm length with 17mm curved non cutting needle,Surgical Sutures
21012600193,AgaMatrix Comfort Twist lancets 0.32mm/30gauge,Other Appliances
21270002943,Juzo Expert Y knitting for lymphoedema garment lower extremities,Lymphoedema Garments
21270002927,Juzo SoftCompress bandage lower leg size uni,Lymphoedema Garments
21300000977,Ocufresh Hypromellose 0.3% eye drops 0.5ml unit dose preservative free,Eye Products
21300000975,Aactive HA PF 0.1% eye drops 0.4ml unit dose preservative free,Eye Products
21480000108,FreeStyle Libre 3 Sensor,Detection Sensor Interstitial Fluid/Gluc
22506155029,"Livfria sterile leg bag discreet 1000ml bag, large, long tube",Leg Bags
22506155027,"Livfria sterile leg bag discreet 500ml bag, regular, long tube",Leg Bags
22506155026,"Livfria sterile leg bag discreet 500ml bag, regular, short tube",Leg Bags
22506155028,"Livfria sterile leg bag discreet 1000ml bag, large, short tube",Leg Bags
22606156017,Livfria sterile drainable night drainage bag regular with click-close connector and gloves,Night Drainage Bags
22606156018,Livfria sterile drainable night drainage bag regular with gloves,Night Drainage Bags
22606156019,Livfria sterile drainable night drainage bag extra large with click-close connector and gloves,Night Drainage Bags
22806208019,Livfria leg bag strap,Tubing And Accessories
23300263292,Suportx breathable tube ostomy belt with hole medium 15cm black,Belts
23305951184,Cuiwear male hernia support vest small/medium white,Belts
23305951185,Cuiwear male hernia support vest large/extra large white,Belts
23305951178,Cuiwear female hernia support cami small/medium white,Belts
23305951181,Cuiwear male hernia support vest small/medium black,Belts
23305951182,Cuiwear male hernia support vest large/extra large black,Belts
23305951177,Cuiwear female hernia support cami extra large/XX large black,Belts
23355903641,UltraMax Atlas colostomy bag with filter 25mm transparent,Colostomy Bags
23355903723,"Welland Aura Plus soft convex colostomy bag with filter, maxi plus 13mm-60mm clear",Colostomy Bags
23355903725,"Moderma Flex convex colostomy bag with filter and CeraPlus skin barrier, maxi 15-38mm beige",Colostomy Bags
23605906243,"Moderma Flex convex ileo bag+fltr, CeraPlus s/barr, diamond/barr & Lock'n'Roll, maxi 15-38mm beige",Ileostomy Bags
23965909729,"Confidence BE soft convex urostomy bag with cover on both sides, standard 35mm stone",Urostomy Bags
23965909685,Option hydrocolloid low profile soft convex urostomy bag with tap closure 28mm plateau 20mm opaque,Urostomy Bags
